Product ID,Date,Store ID,Sales Quantity,Price,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments,Day,Month,Year,Predicted Sales Quantity,High Demand
8050,2024-10-27,74,492,91.37,1,0,0,0,1,27,10,2024,320.62878,True
1302,2024-07-10,27,337,52.69,0,1,0,1,2,10,7,2024,320.5751,True
3716,2024-01-11,28,260,29.51,0,1,2,2,2,11,1,2024,320.5385,True
8307,2024-05-04,12,371,37.2,0,0,0,1,0,4,5,2024,320.4423,True
7503,2024-08-04,42,357,21.91,0,1,1,2,0,4,8,2024,320.43793,True
2100,2024-11-30,14,348,25.31,1,1,2,2,0,30,11,2024,320.423,True
2641,2024-02-03,86,316,21.59,0,1,2,2,1,3,2,2024,320.391,True
2742,2024-04-27,20,466,26.3,0,1,1,2,0,27,4,2024,320.34344,True
9088,2024-03-06,84,363,59.0,1,0,1,1,2,6,3,2024,320.24176,True
3070,2024-10-24,91,255,64.07,0,0,0,0,1,24,10,2024,320.1314,True
5807,2024-06-22,16,350,64.22,1,0,1,0,0,22,6,2024,320.09,True
5355,2024-03-07,6,324,6.44,1,1,2,0,1,7,3,2024,320.07465,True
2654,2024-09-11,44,357,79.44,0,0,0,1,1,11,9,2024,320.04877,True
3220,2024-10-09,33,395,21.04,1,0,1,0,1,9,10,2024,320.03552,True
4013,2024-05-10,47,134,87.18,0,0,2,0,2,10,5,2024,320.00555,True
3643,2024-03-22,64,372,88.94,1,1,2,0,1,22,3,2024,319.92682,True
2574,2024-02-27,28,343,35.46,1,0,2,2,2,27,2,2024,319.90033,True
2574,2024-04-08,83,291,96.41,0,1,1,1,1,8,4,2024,319.8803,True
7060,2024-10-11,86,350,94.44,0,1,1,1,2,11,10,2024,319.85938,True
6765,2024-11-24,41,428,16.51,1,0,2,1,2,24,11,2024,319.7751,True
9719,2024-06-27,96,323,8.81,0,1,2,1,0,27,6,2024,319.75192,True
7938,2024-03-01,75,303,13.56,1,1,2,0,0,1,3,2024,319.73596,True
2101,2024-09-15,92,396,76.83,1,1,2,2,2,15,9,2024,319.7281,True
2146,2024-03-08,96,309,49.44,1,0,2,2,0,8,3,2024,319.71475,True
5024,2024-05-10,35,173,88.63,1,1,2,1,2,10,5,2024,319.663,True
3799,2024-09-21,41,349,33.39,0,0,0,0,0,21,9,2024,319.49744,True
3269,2024-02-20,85,369,65.67,0,1,1,0,2,20,2,2024,319.47302,True
8595,2024-12-02,20,385,14.93,0,0,1,1,1,2,12,2024,319.3513,True
9208,2024-12-30,55,357,41.89,1,1,1,2,1,30,12,2024,319.333,True
8654,2024-03-11,5,347,21.34,0,0,0,1,1,11,3,2024,319.19415,True
6139,2024-09-21,13,319,97.02,0,0,2,1,0,21,9,2024,319.1778,True
6676,2024-12-09,69,313,98.43,1,1,0,0,0,9,12,2024,319.09146,True
6739,2024-06-14,5,317,12.65,0,1,0,1,1,14,6,2024,319.05045,True
3886,2024-07-24,49,283,45.34,0,0,0,0,1,24,7,2024,319.0429,True
8655,2024-04-13,15,427,65.11,0,1,2,2,0,13,4,2024,319.03696,True
1182,2024-06-27,46,68,75.29,1,0,1,0,0,27,6,2024,318.90732,True
4669,2024-04-19,88,393,34.83,0,1,0,1,2,19,4,2024,318.8289,True
7566,2024-04-27,98,386,85.9,1,0,1,0,0,27,4,2024,318.75842,True
6706,2024-12-19,61,384,18.15,0,1,2,1,2,19,12,2024,318.70944,True
2081,2024-02-24,76,287,89.22,1,0,0,0,1,24,2,2024,318.62766,True
3665,2024-07-25,47,320,58.15,0,0,1,1,0,25,7,2024,318.62485,True
1059,2024-11-28,40,451,46.07,0,0,1,0,1,28,11,2024,318.60614,True
2561,2024-01-22,55,321,97.42,1,0,0,2,1,22,1,2024,318.5557,True
6802,2024-07-27,60,371,25.23,1,1,2,2,0,27,7,2024,318.54736,True
4199,2024-07-23,20,107,19.27,0,1,1,1,0,23,7,2024,318.46536,True
6233,2024-09-04,85,154,24.07,0,0,1,0,1,4,9,2024,318.41235,True
3694,2024-08-13,63,462,22.25,1,0,1,2,1,13,8,2024,318.38016,True
6630,2024-02-09,27,406,43.87,0,1,1,0,2,9,2,2024,318.28693,True
5821,2024-02-01,69,327,93.39,1,1,2,1,1,1,2,2024,318.25775,True
1008,2024-01-21,6,326,8.03,1,0,1,2,2,21,1,2024,318.20996,False
8143,2024-06-22,50,392,87.33,0,1,0,0,0,22,6,2024,318.14825,False
9022,2024-12-03,76,337,73.75,1,0,1,2,1,3,12,2024,318.1304,False
7556,2024-07-03,71,383,43.51,1,1,2,2,1,3,7,2024,318.06604,False
7639,2024-05-01,82,42,74.35,1,1,0,2,2,1,5,2024,318.01172,False
8802,2024-08-31,73,376,95.39,0,1,2,0,2,31,8,2024,317.8515,False
2605,2024-04-11,1,337,19.63,0,0,1,2,0,11,4,2024,317.64468,False
6675,2024-07-13,47,346,90.63,1,0,2,0,0,13,7,2024,317.54944,False
3312,2024-09-06,95,355,81.04,0,1,0,1,0,6,9,2024,317.38953,False
7112,2024-03-26,58,391,66.67,0,0,2,0,0,26,3,2024,317.11203,False
6143,2024-10-19,47,467,88.83,1,1,0,0,1,19,10,2024,317.0945,False
3179,2024-06-09,10,288,19.33,1,0,1,2,2,9,6,2024,317.06894,False
3992,2024-05-25,88,393,17.35,1,1,2,1,0,25,5,2024,317.01376,False
2222,2024-07-07,59,384,59.47,0,0,1,2,1,7,7,2024,316.98572,False
4979,2024-09-03,24,412,83.98,1,1,2,2,1,3,9,2024,316.89,False
1894,2024-07-23,14,332,48.27,1,1,0,1,2,23,7,2024,316.84564,False
7482,2024-05-28,15,364,69.27,0,0,2,0,0,28,5,2024,316.82764,False
8775,2024-08-08,55,364,39.8,1,0,2,1,0,8,8,2024,316.77252,False
1258,2024-10-23,28,417,53.48,0,0,2,0,1,23,10,2024,316.77115,False
9700,2024-04-28,66,292,36.05,1,0,0,1,0,28,4,2024,316.66797,False
7967,2024-03-28,87,325,83.19,0,1,2,2,1,28,3,2024,316.60635,False
8740,2024-02-10,59,328,83.53,0,0,2,1,1,10,2,2024,316.57404,False
3149,2024-01-13,2,332,24.93,1,0,0,0,1,13,1,2024,316.52713,False
5599,2024-09-14,81,334,15.83,1,1,0,1,2,14,9,2024,316.3346,False
5626,2024-10-17,59,442,51.19,1,0,2,2,0,17,10,2024,316.3208,False
5995,2024-02-24,27,458,64.08,0,0,0,2,1,24,2,2024,316.31915,False
1003,2024-03-27,40,400,64.57,1,1,1,0,2,27,3,2024,316.27762,False
2638,2024-08-11,51,433,89.06,0,0,2,0,0,11,8,2024,316.23734,False
1413,2024-03-14,32,320,61.35,0,1,0,2,0,14,3,2024,316.22662,False
7192,2024-09-11,3,314,93.11,1,0,0,0,2,11,9,2024,316.1517,False
5242,2024-07-07,28,416,51.75,0,1,2,2,1,7,7,2024,316.1474,False
5928,2024-06-27,70,463,75.52,1,1,1,1,1,27,6,2024,316.14148,False
6735,2024-10-11,15,359,25.32,1,0,0,0,1,11,10,2024,315.90598,False
6550,2024-09-24,24,310,9.24,0,0,0,1,1,24,9,2024,315.76407,False
6180,2024-05-20,36,91,18.06,0,1,2,1,2,20,5,2024,315.7124,False
9943,2024-02-15,62,270,38.05,1,1,0,2,2,15,2,2024,315.64532,False
5307,2024-03-19,50,379,49.5,1,0,0,0,0,19,3,2024,315.64142,False
7054,2024-09-12,30,319,50.97,1,1,1,0,2,12,9,2024,315.59927,False
7400,2024-05-11,61,288,70.59,0,0,2,0,1,11,5,2024,315.58276,False
2953,2024-07-20,42,354,84.98,1,1,1,1,2,20,7,2024,315.4183,False
8774,2024-01-19,30,469,66.51,0,1,2,2,1,19,1,2024,315.40125,False
6165,2024-05-21,51,297,21.08,1,1,1,2,1,21,5,2024,315.33752,False
7705,2024-12-12,63,322,80.16,0,1,0,1,1,12,12,2024,315.2316,False
6021,2024-09-08,20,363,86.98,1,0,2,2,1,8,9,2024,315.07843,False
9559,2024-08-07,8,408,88.96,1,0,0,0,1,7,8,2024,315.00986,False
6627,2024-03-25,29,365,10.87,1,1,0,2,0,25,3,2024,314.93805,False
6572,2024-07-10,81,336,17.75,1,0,0,1,2,10,7,2024,314.7726,False
7856,2024-05-03,73,462,49.26,0,0,0,0,1,3,5,2024,314.71936,False
2342,2024-12-08,45,377,51.98,0,1,0,2,1,8,12,2024,314.5655,False
2296,2024-02-20,71,262,88.95,0,1,0,0,2,20,2,2024,314.53372,False
4329,2024-03-20,27,409,71.69,0,1,0,0,2,20,3,2024,314.4984,False
7177,2024-09-29,96,332,78.55,1,1,2,1,1,29,9,2024,314.47845,False
7072,2024-08-13,92,260,17.73,1,1,1,1,0,13,8,2024,314.43512,False
9396,2024-07-07,62,372,90.49,1,1,2,1,1,7,7,2024,314.4321,False
9412,2024-09-06,42,323,64.42,1,1,0,0,1,6,9,2024,314.32523,False
3311,2024-01-11,36,420,46.38,0,0,1,1,0,11,1,2024,314.27884,False
9352,2024-07-10,60,342,69.02,1,0,2,1,2,10,7,2024,314.19745,False
9682,2024-07-02,94,321,88.63,1,1,2,2,0,2,7,2024,314.18182,False
8053,2024-02-20,62,358,22.73,1,1,2,2,2,20,2,2024,314.17157,False
6922,2024-06-12,60,388,49.73,0,0,2,0,0,12,6,2024,314.1508,False
5990,2024-03-15,6,350,75.6,0,1,0,1,2,15,3,2024,314.14917,False
3680,2024-03-20,50,325,74.87,1,1,2,1,1,20,3,2024,314.05157,False
6734,2024-10-22,91,150,59.22,0,0,1,0,2,22,10,2024,314.01868,False
3935,2024-07-15,92,35,17.24,0,1,1,2,1,15,7,2024,314.01422,False
7766,2024-01-24,74,316,99.35,0,0,1,1,0,24,1,2024,313.9747,False
4264,2024-05-10,79,295,64.0,0,0,1,1,1,10,5,2024,313.9688,False
2504,2024-10-02,52,321,24.07,0,1,2,1,2,2,10,2024,313.9235,False
8178,2024-07-09,60,365,11.52,0,1,0,1,1,9,7,2024,313.91806,False
3991,2024-10-31,89,330,97.4,0,0,2,0,1,31,10,2024,313.7483,False
3829,2024-11-15,15,432,44.98,0,1,1,1,0,15,11,2024,313.64844,False
3748,2024-01-30,71,296,82.14,1,1,0,2,2,30,1,2024,313.62335,False
7981,2024-11-09,17,362,21.59,1,1,2,0,0,9,11,2024,313.57693,False
6866,2024-04-10,58,357,28.31,1,1,0,1,1,10,4,2024,313.56628,False
5410,2024-04-24,3,370,34.65,0,0,1,1,2,24,4,2024,313.44397,False
3354,2024-06-16,95,242,20.69,1,0,2,0,1,16,6,2024,313.4104,False
2796,2024-11-06,12,217,23.37,1,1,2,2,1,6,11,2024,313.3302,False
4094,2024-05-02,38,453,68.39,1,1,2,1,1,2,5,2024,313.17737,False
8262,2024-12-08,65,347,8.77,0,1,1,1,0,8,12,2024,313.1678,False
8326,2024-04-13,78,333,51.55,0,1,1,1,2,13,4,2024,313.12732,False
4652,2024-06-21,88,363,85.09,1,0,2,1,0,21,6,2024,313.06546,False
6001,2024-12-25,54,47,32.73,1,0,2,2,1,25,12,2024,312.90585,False
3354,2024-04-01,62,344,88.52,0,0,1,0,1,1,4,2024,312.88748,False
2240,2024-08-24,11,484,48.66,1,0,1,0,1,24,8,2024,312.6786,False
2039,2024-03-29,25,293,97.63,0,1,2,0,2,29,3,2024,312.67505,False
4883,2024-06-16,91,362,89.04,0,0,1,0,2,16,6,2024,312.67184,False
9432,2024-09-13,20,212,24.23,1,1,1,0,2,13,9,2024,312.54495,False
2350,2024-03-26,77,286,33.14,0,0,0,2,1,26,3,2024,312.49518,False
8536,2024-10-26,41,462,61.45,1,1,0,2,1,26,10,2024,312.24158,False
9139,2024-12-07,55,123,74.17,0,1,0,2,1,7,12,2024,312.21912,False
2984,2024-05-02,19,91,17.02,1,1,0,2,0,2,5,2024,312.2094,False
8425,2024-04-03,48,371,74.4,0,0,0,2,2,3,4,2024,312.16394,False
9452,2024-06-01,51,350,21.14,0,1,2,1,1,1,6,2024,312.16382,False
1878,2024-12-20,77,357,57.08,1,0,1,2,1,20,12,2024,312.11105,False
2585,2024-12-16,40,386,73.36,1,0,2,1,1,16,12,2024,311.954,False
3157,2024-05-17,58,259,18.06,0,1,0,2,2,17,5,2024,311.92905,False
4215,2024-01-03,77,336,14.34,1,0,1,1,1,3,1,2024,311.9036,False
5179,2024-08-25,57,304,41.84,1,1,1,2,1,25,8,2024,311.90192,False
5924,2024-02-17,44,449,44.71,0,0,2,2,2,17,2,2024,311.8601,False
8156,2024-07-17,50,363,41.87,1,1,2,1,2,17,7,2024,311.6232,False
9417,2024-06-19,41,380,98.09,1,0,1,1,0,19,6,2024,311.48694,False
8458,2024-09-20,28,384,86.09,1,0,1,2,1,20,9,2024,311.46664,False
3962,2024-05-26,26,360,87.13,0,1,0,1,2,26,5,2024,311.45358,False
3648,2024-10-18,7,357,42.14,0,1,0,0,2,18,10,2024,311.42532,False
1142,2024-08-10,58,396,27.76,1,0,0,0,2,10,8,2024,311.42447,False
3995,2024-01-05,46,343,81.19,0,1,2,1,2,5,1,2024,311.35254,False
9860,2024-10-12,84,319,5.33,1,1,2,0,2,12,10,2024,311.3491,False
2399,2024-12-10,32,422,44.69,1,0,0,2,0,10,12,2024,311.34708,False
4366,2024-09-15,70,427,55.08,1,0,1,0,0,15,9,2024,311.33127,False
5100,2024-09-25,48,190,63.31,1,1,0,0,0,25,9,2024,311.16632,False
8135,2024-03-19,18,391,91.11,1,0,2,0,1,19,3,2024,311.09305,False
1603,2024-08-02,35,346,9.17,0,1,0,2,1,2,8,2024,311.04752,False
7834,2024-04-14,58,263,39.03,0,0,1,2,0,14,4,2024,310.93668,False
8644,2024-12-19,63,299,45.6,1,1,0,1,2,19,12,2024,310.81046,False
1301,2024-01-16,11,408,64.5,0,0,1,0,1,16,1,2024,310.71954,False
4230,2024-09-17,60,353,85.06,0,1,1,2,0,17,9,2024,310.683,False
1334,2024-03-09,85,266,72.27,1,1,0,0,0,9,3,2024,310.57983,False
7752,2024-02-14,72,183,38.49,1,1,0,0,2,14,2,2024,310.54953,False
4087,2024-12-07,39,343,58.84,1,0,2,0,2,7,12,2024,310.53268,False
3349,2024-07-27,27,351,13.04,1,1,0,0,1,27,7,2024,310.49258,False
7494,2024-12-19,40,320,51.92,0,1,2,2,0,19,12,2024,310.4175,False
6933,2024-03-22,52,299,5.19,1,1,0,2,2,22,3,2024,310.4172,False
7715,2024-02-10,36,355,7.57,1,0,2,1,2,10,2,2024,310.23932,False
5201,2024-02-03,7,300,98.58,0,0,2,2,2,3,2,2024,310.13327,False
7932,2024-05-20,67,384,61.2,0,0,0,2,2,20,5,2024,310.10593,False
9915,2024-11-22,51,408,38.99,1,1,1,0,0,22,11,2024,310.00458,False
1551,2024-01-09,45,376,58.36,0,1,2,2,1,9,1,2024,309.9931,False
6881,2024-03-16,79,284,25.1,0,1,1,1,1,16,3,2024,309.80115,False
2069,2024-04-15,90,406,24.0,1,1,2,2,2,15,4,2024,309.75708,False
1232,2024-01-22,94,314,65.38,1,0,2,0,1,22,1,2024,309.7497,False
5342,2024-05-27,39,328,94.44,0,1,1,0,1,27,5,2024,309.70206,False
6714,2024-06-03,76,186,73.66,1,0,0,0,1,3,6,2024,309.58646,False
2296,2024-02-27,74,337,42.7,1,1,1,0,0,27,2,2024,309.41898,False
6747,2024-04-14,34,404,86.96,0,1,2,0,2,14,4,2024,309.38638,False
9927,2024-07-09,26,7,63.27,1,0,0,1,1,9,7,2024,309.2557,False
7349,2024-01-18,65,326,51.34,0,0,1,2,0,18,1,2024,309.22754,False
6949,2024-04-16,56,386,11.09,1,1,2,0,1,16,4,2024,308.95123,False
4266,2024-01-20,51,399,51.99,1,0,1,2,1,20,1,2024,308.94608,False
2056,2024-02-05,50,313,95.88,1,1,0,0,1,5,2,2024,308.8502,False
6991,2024-02-27,17,414,37.85,1,0,0,0,0,27,2,2024,308.73688,False
1825,2024-06-03,16,319,49.17,1,1,0,1,2,3,6,2024,308.72238,False
9128,2024-08-20,66,441,53.63,1,1,2,0,2,20,8,2024,308.7006,False
7362,2024-09-19,44,491,36.52,1,1,0,0,2,19,9,2024,308.51962,False
8050,2024-07-18,8,413,70.51,1,1,1,0,1,18,7,2024,308.49127,False
3954,2024-06-30,81,352,67.8,1,1,1,0,2,30,6,2024,308.44153,False
4996,2024-10-12,47,387,52.87,1,1,1,0,0,12,10,2024,308.3215,False
6423,2024-05-17,41,431,77.69,0,0,1,2,1,17,5,2024,308.28275,False
2725,2024-06-25,51,419,43.59,0,1,2,1,0,25,6,2024,308.2739,False
1986,2024-09-18,31,421,72.29,0,1,1,1,2,18,9,2024,308.2528,False
5643,2024-05-03,77,287,90.68,0,0,2,2,0,3,5,2024,308.21036,False
5577,2024-04-17,34,465,21.17,1,1,1,2,0,17,4,2024,308.19623,False
3269,2024-10-23,81,429,16.61,1,0,0,2,2,23,10,2024,308.10254,False
6199,2024-10-30,49,321,70.68,1,1,2,1,0,30,10,2024,308.00543,False
2656,2024-01-07,2,195,22.37,0,1,1,1,1,7,1,2024,307.9471,False
2631,2024-09-10,79,398,62.67,0,0,1,0,2,10,9,2024,307.9313,False
4988,2024-04-29,79,293,47.96,0,1,1,2,1,29,4,2024,307.92535,False
8188,2024-08-22,12,175,69.29,0,1,0,2,1,22,8,2024,307.9144,False
4077,2024-04-21,32,451,36.07,1,0,0,2,0,21,4,2024,307.9076,False
4113,2024-02-09,76,353,59.73,0,0,1,2,2,9,2,2024,307.84677,False
3321,2024-03-17,7,334,88.79,0,0,1,1,1,17,3,2024,307.81802,False
7310,2024-09-14,73,190,73.97,0,0,0,0,1,14,9,2024,307.77448,False
2991,2024-11-28,83,119,84.01,0,0,2,0,1,28,11,2024,307.59445,False
4216,2024-07-27,62,372,96.83,0,0,0,2,1,27,7,2024,307.26663,False
3780,2024-11-17,7,291,61.22,0,1,0,2,2,17,11,2024,307.0893,False
4759,2024-03-01,91,324,87.66,1,1,0,2,0,1,3,2024,306.96768,False
8100,2024-11-02,36,329,24.02,1,1,2,1,0,2,11,2024,306.88538,False
8408,2024-01-26,48,100,58.59,1,0,2,0,2,26,1,2024,306.49783,False
7366,2024-01-22,96,292,65.23,0,1,0,2,2,22,1,2024,306.32477,False
2653,2024-03-03,35,299,14.84,0,0,2,1,1,3,3,2024,306.2975,False
7272,2024-06-06,3,303,73.1,0,0,2,0,0,6,6,2024,306.2906,False
6917,2024-07-02,9,3,17.49,0,0,2,0,0,2,7,2024,306.27805,False
8347,2024-08-24,43,307,51.43,1,0,2,0,0,24,8,2024,306.21564,False
7624,2024-03-31,14,309,23.59,1,0,0,1,2,31,3,2024,306.21158,False
8393,2024-10-08,2,391,15.22,0,1,2,0,2,8,10,2024,306.17084,False
2267,2024-03-04,17,46,70.88,0,0,2,1,2,4,3,2024,306.0458,False
1785,2024-11-25,59,488,76.82,1,0,0,1,0,25,11,2024,305.87634,False
7404,2024-08-22,1,381,88.87,0,0,0,2,1,22,8,2024,305.8255,False
4415,2024-09-12,38,391,61.48,1,1,0,1,1,12,9,2024,305.74564,False
3585,2024-05-25,31,426,46.04,1,1,2,1,1,25,5,2024,305.70633,False
6117,2024-07-08,44,261,40.94,0,1,1,1,1,8,7,2024,305.63803,False
3272,2024-07-04,18,347,86.52,1,0,0,1,0,4,7,2024,305.58685,False
8534,2024-04-17,65,330,37.21,0,1,1,2,2,17,4,2024,305.52124,False
7965,2024-04-01,56,284,90.54,0,0,0,0,1,1,4,2024,305.4595,False
3813,2024-10-27,34,313,87.97,1,1,0,0,2,27,10,2024,305.45547,False
4987,2024-03-07,56,217,15.08,1,1,1,1,0,7,3,2024,305.43787,False
7090,2024-05-30,46,435,12.51,1,0,0,1,1,30,5,2024,305.42902,False
5546,2024-12-27,73,293,35.28,1,1,0,0,2,27,12,2024,305.368,False
6330,2024-07-03,90,354,44.33,0,1,1,2,2,3,7,2024,305.15646,False
9186,2024-05-31,56,314,8.1,0,0,2,0,2,31,5,2024,305.1416,False
5507,2024-12-24,62,305,43.29,1,0,2,2,0,24,12,2024,305.13748,False
7670,2024-05-17,92,321,68.78,0,1,1,0,1,17,5,2024,305.08087,False
5289,2024-02-28,66,376,33.63,1,1,1,1,1,28,2,2024,305.04694,False
3179,2024-03-05,50,303,69.48,0,1,2,2,2,5,3,2024,304.87384,False
3260,2024-08-29,85,328,10.17,1,1,2,2,0,29,8,2024,304.85776,False
3687,2024-01-07,27,406,35.62,1,0,0,2,1,7,1,2024,304.6322,False
9401,2024-05-03,24,232,13.33,0,1,2,0,1,3,5,2024,304.61258,False
6137,2024-08-21,6,462,33.98,0,1,1,0,2,21,8,2024,304.58292,False
6147,2024-08-30,86,1,6.95,1,0,1,0,0,30,8,2024,304.48328,False
5209,2024-03-12,45,496,20.48,0,0,2,1,2,12,3,2024,304.3864,False
2657,2024-12-23,96,319,98.61,1,1,1,1,0,23,12,2024,304.1188,False
7418,2024-08-30,8,309,99.21,0,0,2,1,1,30,8,2024,304.00656,False
7171,2024-11-21,41,422,39.95,1,0,2,2,2,21,11,2024,303.99792,False
9392,2024-10-21,21,353,84.55,0,1,1,0,0,21,10,2024,303.96484,False
9783,2024-05-01,88,362,45.07,1,1,1,2,2,1,5,2024,303.9445,False
3211,2024-02-20,66,321,72.81,0,0,2,1,0,20,2,2024,303.92783,False
2440,2024-11-29,56,278,96.68,1,0,0,0,0,29,11,2024,303.7682,False
5237,2024-07-11,65,292,38.08,1,1,1,2,1,11,7,2024,303.73508,False
8127,2024-11-18,72,323,75.65,0,0,0,2,2,18,11,2024,303.6653,False
3561,2024-12-29,93,321,42.47,1,1,1,0,0,29,12,2024,303.5467,False
9366,2024-03-16,74,400,92.29,1,0,1,2,1,16,3,2024,303.5088,False
8091,2024-03-12,17,287,93.69,0,0,2,2,0,12,3,2024,303.49216,False
9416,2024-05-11,58,239,53.31,0,1,1,1,0,11,5,2024,303.48203,False
7542,2024-10-19,59,338,74.48,0,1,1,0,0,19,10,2024,303.4718,False
1117,2024-10-28,41,404,18.39,1,0,1,2,1,28,10,2024,303.39734,False
8874,2024-12-11,78,295,92.54,1,1,2,2,1,11,12,2024,303.39026,False
4180,2024-09-16,59,480,77.47,0,0,1,0,1,16,9,2024,303.384,False
7990,2024-07-29,57,246,79.95,1,1,0,0,1,29,7,2024,303.31616,False
5834,2024-04-08,78,350,43.23,0,0,1,1,2,8,4,2024,303.30847,False
6206,2024-07-19,59,305,82.71,0,1,2,0,0,19,7,2024,303.2185,False
4251,2024-04-24,19,439,21.01,0,1,1,1,2,24,4,2024,303.1238,False
5922,2024-09-27,47,300,44.92,0,0,1,0,2,27,9,2024,303.11966,False
6916,2024-10-21,85,405,82.23,0,0,0,1,2,21,10,2024,303.09827,False
2755,2024-09-27,11,480,34.44,0,0,0,2,1,27,9,2024,303.058,False
5845,2024-09-28,20,277,14.65,0,1,0,1,2,28,9,2024,302.85294,False
8394,2024-06-14,70,369,7.47,0,0,0,0,1,14,6,2024,302.76532,False
9311,2024-07-11,13,336,77.36,0,0,1,2,1,11,7,2024,302.71408,False
8547,2024-07-27,86,332,82.16,1,1,1,1,2,27,7,2024,302.6892,False
6966,2024-03-14,56,8,41.63,1,1,0,1,0,14,3,2024,302.67807,False
8660,2024-04-11,2,323,75.38,1,0,2,0,1,11,4,2024,302.6635,False
6709,2024-05-31,6,330,28.77,1,0,2,0,2,31,5,2024,302.6523,False
7348,2024-11-18,72,346,75.85,1,0,0,2,1,18,11,2024,302.59616,False
6633,2024-04-23,18,92,43.05,1,1,0,1,0,23,4,2024,302.4435,False
5884,2024-01-24,48,341,86.07,0,1,1,1,1,24,1,2024,302.43457,False
7956,2024-06-16,72,421,18.73,1,1,1,0,1,16,6,2024,302.3773,False
4387,2024-08-25,73,251,29.05,1,0,2,1,0,25,8,2024,302.35416,False
3074,2024-06-02,92,331,67.42,1,1,2,2,2,2,6,2024,302.21432,False
4186,2024-12-09,88,315,93.82,0,0,2,1,2,9,12,2024,302.2048,False
1612,2024-11-12,68,235,38.88,1,0,0,0,1,12,11,2024,302.18857,False
7403,2024-10-29,33,379,35.26,0,1,0,0,2,29,10,2024,302.11884,False
8045,2024-05-18,73,360,40.75,0,0,2,0,0,18,5,2024,301.9734,False
1517,2024-11-17,70,251,77.06,1,1,0,1,0,17,11,2024,301.91846,False
9030,2024-03-04,28,233,24.85,0,1,1,1,0,4,3,2024,301.90768,False
6938,2024-05-18,24,425,53.44,1,1,1,2,2,18,5,2024,301.9058,False
2142,2024-01-06,48,265,46.39,1,0,1,0,2,6,1,2024,301.84872,False
1116,2024-12-17,52,406,66.18,0,0,0,1,1,17,12,2024,301.79208,False
1337,2024-02-26,22,376,74.55,1,0,0,2,2,26,2,2024,301.7477,False
7107,2024-06-11,20,385,39.14,0,1,2,2,1,11,6,2024,301.68094,False
1243,2024-09-13,29,453,50.91,0,1,1,0,2,13,9,2024,301.417,False
3172,2024-02-12,65,429,27.2,1,1,1,0,0,12,2,2024,301.41327,False
6292,2024-08-27,85,313,69.96,0,0,0,0,0,27,8,2024,301.40594,False
2432,2024-11-20,67,294,11.22,1,0,0,2,2,20,11,2024,301.32825,False
4610,2024-05-12,53,253,35.54,0,1,1,0,1,12,5,2024,301.32446,False
7319,2024-05-27,33,392,29.73,1,1,0,0,0,27,5,2024,301.31628,False
4867,2024-10-20,73,319,24.35,0,0,1,2,1,20,10,2024,301.29358,False
2925,2024-03-28,8,313,89.4,0,1,0,1,2,28,3,2024,301.25418,False
9446,2024-01-22,70,376,58.84,1,0,1,2,2,22,1,2024,301.073,False
7876,2024-09-13,71,446,52.67,0,0,0,1,1,13,9,2024,300.93472,False
3804,2024-05-29,32,314,97.39,1,0,2,1,2,29,5,2024,300.7233,False
1958,2024-05-04,74,374,79.28,1,1,2,2,1,4,5,2024,300.72113,False
3805,2024-11-05,70,301,57.18,0,0,0,0,2,5,11,2024,300.69836,False
5942,2024-06-05,88,306,78.19,1,1,0,1,0,5,6,2024,300.6609,False
1199,2024-10-11,77,332,28.27,1,0,2,2,0,11,10,2024,300.61017,False
7613,2024-05-01,82,80,90.32,0,1,1,1,0,1,5,2024,300.53632,False
1404,2024-07-16,68,191,26.94,1,1,1,0,2,16,7,2024,300.45883,False
7885,2024-07-24,87,150,86.34,1,1,1,2,1,24,7,2024,300.43423,False
9281,2024-02-18,29,292,86.56,1,1,2,0,2,18,2,2024,300.41492,False
5749,2024-05-29,73,324,27.36,0,0,1,0,1,29,5,2024,300.38406,False
5318,2024-07-12,50,395,93.45,1,1,1,0,2,12,7,2024,300.23853,False
6682,2024-11-24,56,248,26.97,1,0,0,0,2,24,11,2024,299.9949,False
3273,2024-09-06,56,263,14.68,1,0,1,1,0,6,9,2024,299.95657,False
4187,2024-04-16,93,302,83.43,0,1,0,0,2,16,4,2024,299.87473,False
4760,2024-05-31,93,262,46.97,1,0,0,1,1,31,5,2024,299.8475,False
7297,2024-04-08,23,243,21.63,1,1,0,1,1,8,4,2024,299.8272,False
8572,2024-12-10,59,333,89.61,1,1,2,2,2,10,12,2024,299.792,False
6593,2024-09-08,30,328,46.37,1,0,1,1,2,8,9,2024,299.70557,False
4499,2024-01-12,53,291,82.57,1,0,2,1,0,12,1,2024,299.6963,False
8307,2024-12-13,96,303,49.47,0,1,1,1,2,13,12,2024,299.67065,False
2156,2024-09-08,60,146,45.18,0,0,2,2,0,8,9,2024,299.67026,False
1080,2024-04-23,44,381,61.62,0,0,2,2,0,23,4,2024,299.66116,False
3082,2024-12-17,50,280,27.27,0,1,0,0,1,17,12,2024,299.6501,False
7379,2024-06-29,66,331,40.64,0,0,0,1,0,29,6,2024,299.59982,False
4137,2024-04-02,17,286,94.99,1,0,2,1,0,2,4,2024,299.58044,False
2098,2024-08-02,57,351,39.78,0,1,0,0,0,2,8,2024,299.55304,False
